"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
143.,71919,1,"15,00","21,00","36,00",37,23,"97,000"
144.,74133,2,"9,00","20,00","29,00",37,29,"97,000"
144.,49287,2,"16,00","20,00","36,00",35,24,"97,000"
146.,46089,2,"15,00","19,00","34,00",35,26,"97,000"
146.,81513,2,"13,00","19,00","32,00",31,32,"97,000"
148.,20997,2,"14,00","18,00","32,00",25,38,"97,000"
149.,96765,2,"8,00","15,00","23,00",36,36,"97,000"
150.,26409,"1,901","15,00","19,00","34,00",32,29,"96,901"
151.,17553,"1,6","16,00","17,00","33,00",25,37,"96,600"
152.,30837,"1,531","16,00","19,00","35,00",21,39,"96,531"
153.,66261,"1,531","15,00","16,00","31,00",35,29,"96,531"
154.,21981,2,"11,00","17,00","28,00",40,26,"96,000"
154.,10665,2,"15,00","17,00","32,00",32,30,"96,000"
156.,10419,2,"17,00","16,00","33,00",35,26,"96,000"
157.,94797,2,"14,00","14,00","28,00",39,27,"96,000"
157.,17799,2,"17,00","14,00","31,00",31,32,"96,000"
159.,16077,"1,901","14,00","19,00","33,00",31,30,"95,901"
160.,37725,"1,868","20,00","21,00","41,00",29,24,"95,868"
161.,12879,"1,802","11,00","19,00","30,00",29,35,"95,802"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
162.,75363,"1,432","14,00","16,00","30,00",30,34,"95,432"
163.,41907,2,"13,00","22,00","35,00",33,25,"95,000"
164.,22227,2,"18,00","21,00","39,00",33,21,"95,000"
165.,62571,2,"11,00","16,00","27,00",32,34,"95,000"
165.,19029,2,"13,00","16,00","29,00",28,36,"95,000"
165.,64539,2,"13,00","16,00","29,00",29,35,"95,000"
168.,75609,"1,099","14,00","10,00","24,00",30,39,"94,099"
169.,61341,2,"13,00","18,00","31,00",30,31,"94,000"
169.,49779,2,"14,00","18,00","32,00",34,26,"94,000"
171.,66507,2,"11,00","17,00","28,00",41,23,"94,000"
172.,43875,"1,901","16,00","15,00","31,00",24,37,"93,901"
173.,29361,"1,802","17,00","16,00","33,00",28,31,"93,802"
174.,25425,"1,769","15,00","22,00","37,00",18,37,"93,769"
175.,70935,"1,769","13,00","15,00","28,00",38,26,"93,769"
176.,36249,"1,367","18,00","16,00","34,00",27,31,"93,367"
177.,86433,2,"10,00","19,00","29,00",32,30,"93,000"
177.,73641,2,"10,00","19,00","29,00",34,28,"93,000"
179.,64785,2,"17,00","17,00","34,00",22,35,"93,000"
180.,23703,2,"19,00","14,00","33,00",27,31,"93,000"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
180.,87417,2,"9,00","14,00","23,00",30,38,"93,000"
180.,35265,2,"16,00","14,00","30,00",32,29,"93,000"
183.,75117,"1,799","14,00","14,00","28,00",36,27,"92,799"
184.,24687,"1,568","14,00","20,00","34,00",21,36,"92,568"
185.,31083,"1,531","14,00","20,00","34,00",34,23,"92,531"
186.,11157,2,"15,00","18,00","33,00",29,28,"92,000"
187.,82005,2,"9,00","16,00","25,00",35,30,"92,000"
188.,82743,2,"15,00","15,00","30,00",24,36,"92,000"
189.,97011,"1,868","14,00","14,00","28,00",32,30,"91,868"
190.,41169,"1,802","12,00","16,00","28,00",30,32,"91,802"
191.,99225,"1,7","12,00","18,00","30,00",29,31,"91,700"
192.,84711,"1,67","12,00","18,00","30,00",29,31,"91,670"
193.,92337,"1,534","11,00","17,00","28,00",22,40,"91,534"
194.,17307,"1,432","19,00","21,00","40,00",31,19,"91,432"
195.,54207,2,"16,00","18,00","34,00",35,20,"91,000"
196.,68967,2,"14,00","17,00","31,00",32,26,"91,000"
197.,97503,2,"9,00","16,00","25,00",34,30,"91,000"
197.,75855,2,"12,00","16,00","28,00",31,30,"91,000"
199.,50517,2,"16,00","20,00","36,00",27,25,"90,000"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
200.,50763,2,"10,00","18,00","28,00",24,36,"90,000"
201.,99717,2,"8,00","17,00","25,00",34,29,"90,000"
202.,72903,2,"13,00","16,00","29,00",28,31,"90,000"
203.,42399,"1,901","14,00","14,00","28,00",26,34,"89,901"
204.,91845,"1,469","8,00","14,00","22,00",33,33,"89,469"
205.,45351,"1,367","17,00","21,00","38,00",23,27,"89,367"
206.,40677,"1,069","10,00","19,00","29,00",24,35,"89,069"
207.,34281,2,"15,00","18,00","33,00",29,25,"89,000"
207.,95781,2,"12,00","18,00","30,00",27,30,"89,000"
209.,77331,2,"11,00","15,00","26,00",26,35,"89,000"
210.,47811,"1,802","12,00","15,00","27,00",35,25,"88,802"
211.,87909,"1,568","12,00","11,00","23,00",27,37,"88,568"
212.,15339,2,"12,00","15,00","27,00",35,24,"88,000"
212.,20505,2,"14,00","15,00","29,00",29,28,"88,000"
214.,64293,2,"11,00","13,00","24,00",36,26,"88,000"
215.,27147,"1,901","11,00","18,00","29,00",26,31,"87,901"
216.,51255,"1,868","15,00","18,00","33,00",28,25,"87,868"
217.,93321,"1,802","15,00","17,00","32,00",26,28,"87,802"
218.,67245,"1,769","18,00","14,00","32,00",33,21,"87,769"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
219.,19767,"1,33","19,00","14,00","33,00",28,25,"87,330"
220.,86679,"1,198","8,00","13,00","21,00",31,34,"87,198"
221.,69951,2,"16,00","18,00","34,00",31,20,"87,000"
222.,88401,2,"11,00","17,00","28,00",29,28,"87,000"
223.,63063,2,"13,00","15,00","28,00",25,32,"87,000"
224.,61095,"1,633","9,00","13,00","22,00",30,33,"86,633"
225.,40923,"1,531","17,00","16,00","33,00",22,30,"86,531"
226.,71673,"1,367","14,00","16,00","30,00",29,26,"86,367"
227.,92829,2,"15,00","17,00","32,00",28,24,"86,000"
228.,35019,2,"16,00","14,00","30,00",28,26,"86,000"
229.,76101,"1,799","11,00","15,00","26,00",25,33,"85,799"
230.,33543,"1,769","15,00","18,00","33,00",25,26,"85,769"
231.,90861,"1,67","14,00","15,00","29,00",27,28,"85,670"
232.,32067,"1,469","12,00","18,00","30,00",33,21,"85,469"
233.,92091,2,"11,00","16,00","27,00",27,29,"85,000"
233.,70443,2,"10,00","16,00","26,00",30,27,"85,000"
235.,33789,"1,67","15,00","13,00","28,00",26,29,"84,670"
236.,30099,2,"17,00","12,00","29,00",29,24,"84,000"
237.,24933,"1,568","9,00","18,00","27,00",25,30,"83,568"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
238.,95043,2,"14,00","16,00","30,00",30,21,"83,000"
239.,86187,2,"13,00","11,00","24,00",25,32,"83,000"
240.,51009,"0,67","14,00","16,00","30,00",24,28,"82,670"
241.,78807,"1,568","15,00","16,00","31,00",32,18,"82,568"
241.,76593,"1,568","11,00","16,00","27,00",25,29,"82,568"
243.,90369,2,"15,00","14,00","29,00",28,23,"82,000"
244.,29853,"1,802","12,00","16,00","28,00",21,31,"81,802"
245.,36741,"1,769","14,00","14,00","28,00",22,30,"81,769"
246.,26901,2,"12,00","15,00","27,00",23,29,"81,000"
247.,98733,2,"13,00","11,00","24,00",31,24,"81,000"
248.,76839,"1,901","9,00","17,00","26,00",28,25,"80,901"
249.,51993,"1,868","10,00","17,00","27,00",25,27,"80,868"
250.,53961,"1,802","16,00","13,00","29,00",28,22,"80,802"
251.,45105,"1,568","10,00","14,00","24,00",22,33,"80,568"
252.,52977,"1,531","12,00","16,00","28,00",32,19,"80,531"
253.,25917,2,"15,00","18,00","33,00",29,16,"80,000"
253.,78069,1,"10,00","18,00","28,00",26,25,"80,000"
255.,52239,2,"16,00","17,00","33,00",20,25,"80,000"
256.,55191,"1,901","16,00","14,00","30,00",20,28,"79,901"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
257.,14109,"1,868","11,00","16,00","27,00",28,23,"79,868"
258.,61833,"1,769","10,00","16,00","26,00",26,26,"79,769"
259.,79545,1,"17,00","17,00","34,00",18,26,"79,000"
260.,93813,2,"9,00","16,00","25,00",25,27,"79,000"
261.,88155,2,"11,00","15,00","26,00",34,17,"79,000"
262.,26655,"1,802","14,00","15,00","29,00",35,13,"78,802"
263.,81759,"1,534","13,00","13,00","26,00",30,21,"78,534"
264.,98979,"1,432","14,00","10,00","24,00",23,30,"78,432"
265.,97995,2,"11,00","16,00","27,00",24,25,"78,000"
266.,89385,"1,802","9,00","15,00","24,00",25,27,"77,802"
267.,90615,"1,633","14,00","12,00","26,00",28,22,"77,633"
268.,96273,"1,568","12,00","15,00","27,00",25,24,"77,568"
269.,74379,"1,469","13,00","12,00","25,00",22,29,"77,469"
270.,46335,"1,432","14,00","16,00","30,00",26,20,"77,432"
270.,24441,"1,432","14,00","16,00","30,00",21,25,"77,432"
272.,61587,"1,33","9,00","16,00","25,00",24,27,"77,330"
273.,34773,2,"14,00","18,00","32,00",18,25,"77,000"
274.,82497,2,"7,00","16,00","23,00",25,27,"77,000"
275.,33051,2,"10,00","13,00","23,00",20,32,"77,000"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
276.,36003,"1,667","13,00","15,00","28,00",22,25,"76,667"
277.,81267,"1,534","12,00","13,00","25,00",31,19,"76,534"
278.,38955,"1,466","10,00","19,00","29,00",17,29,"76,466"
279.,43137,"1,399","13,00","16,00","29,00",24,22,"76,399"
280.,77577,"1,132","12,00","14,00","26,00",24,25,"76,132"
281.,83727,"1,099","9,00","15,00","24,00",29,22,"76,099"
282.,80529,2,"10,00","13,00","23,00",20,31,"76,000"
283.,47565,"1,868","12,00","10,00","22,00",30,22,"75,868"
284.,39939,"1,67","15,00","15,00","30,00",25,19,"75,670"
285.,14847,"1,432","14,00","12,00","26,00",28,20,"75,432"
286.,69459,"1,333","10,00","14,00","24,00",27,23,"75,333"
287.,16323,"1,33","15,00","15,00","30,00",26,18,"75,330"
288.,93567,"1,799","6,00","13,00","19,00",23,31,"74,799"
289.,12387,"1,667","12,00","18,00","30,00",28,15,"74,667"
290.,38463,"1,499","12,00","17,00","29,00",21,23,"74,499"
291.,73395,"1,466","13,00","13,00","26,00",21,26,"74,466"
292.,23457,2,"9,00","16,00","25,00",24,23,"74,000"
293.,13125,"1,67","13,00","16,00","29,00",26,16,"72,670"
294.,93075,"1,03","11,00","16,00","27,00",23,21,"72,030"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
295.,55683,2,"11,00","15,00","26,00",18,26,"72,000"
296.,24195,2,"12,00","9,00","21,00",22,27,"72,000"
297.,35757,"1,901","13,00","13,00","26,00",26,18,"71,901"
298.,86925,"1,568","12,00","11,00","23,00",28,19,"71,568"
299.,67737,1,"10,00","15,00","25,00",25,20,"71,000"
300.,87171,"1,033","12,00","14,00","26,00",22,21,"70,033"
301.,63309,2,"13,00","16,00","29,00",21,18,"70,000"
302.,58389,2,"13,00","12,00","25,00",25,18,"70,000"
303.,78315,"1,901","9,00","16,00","25,00",20,23,"69,901"
304.,31575,"0,732","15,00","13,00","28,00",21,20,"69,732"
305.,91107,2,"11,00","15,00","26,00",28,13,"69,000"
306.,30345,"1,901","7,00","15,00","22,00",22,23,"68,901"
307.,70689,"1,901","9,00","14,00","23,00",23,20,"67,901"
308.,72657,"1,901","11,00","12,00","23,00",21,22,"67,901"
309.,51747,"1,868","10,00","16,00","26,00",25,15,"67,868"
310.,72165,"1,633","14,00","11,00","25,00",22,19,"67,633"
311.,94059,"1,598","10,00","12,00","22,00",17,27,"67,598"
312.,56667,"1,33","13,00","14,00","27,00",22,17,"67,330"
313.,18783,"1,67","17,00","17,00","34,00",18,13,"66,670"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
314.,88893,"1,466","11,00","11,00","22,00",27,15,"65,466"
315.,27885,1,"6,00","16,00","22,00",27,15,"65,000"
316.,98487,2,"11,00","15,00","26,00",26,11,"65,000"
317.,49041,"1,099","10,00","15,00","25,00",10,28,"64,099"
318.,97257,"1,769","9,00","14,00","23,00",18,21,"63,769"
319.,57651,"1,534","10,00","15,00","25,00",22,15,"63,534"
320.,66753,"1,534","10,00","14,00","24,00",23,15,"63,534"
321.,37233,"1,901","13,00","16,00","29,00",18,14,"62,901"
322.,59127,"0,832","13,00","10,00","23,00",18,21,"62,832"
323.,21243,"1,67","8,00","14,00","22,00",23,16,"62,670"
324.,99471,"1,67","10,00","10,00","20,00",21,20,"62,670"
325.,34527,"1,799","13,00","11,00","24,00",20,16,"61,799"
326.,59865,"1,466","10,00","13,00","23,00",23,14,"61,466"
327.,38709,"1,901","15,00","12,00","27,00",16,16,"60,901"
328.,60849,"1,534","10,00","10,00","20,00",15,24,"60,534"
329.,44121,"1,367","9,00","11,00","20,00",24,15,"60,367"
330.,28131,"1,132","13,00","16,00","29,00",15,15,"60,132"
331.,53223,"1,568","15,00","13,00","28,00",20,10,"59,568"
332.,63555,"1,33","8,00","17,00","25,00",14,19,"59,330"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
333.,96519,"1,67","13,00","8,00","21,00",20,16,"58,670"
334.,88647,"1,198","10,00","13,00","23,00",22,12,"58,198"
335.,92583,"1,901","10,00","16,00","26,00",20,10,"57,901"
336.,66015,"0,901","8,00","14,00","22,00",15,20,"57,901"
337.,48549,"1,231","12,00","14,00","26,00",17,13,"57,231"
338.,15831,"1,769","7,00","13,00","20,00",18,17,"56,769"
339.,65031,2,"9,00","15,00","24,00",19,11,"56,000"
340.,11403,"1,901","13,00","10,00","23,00",13,18,"55,901"
341.,89877,"1,201","9,00","11,00","20,00",18,16,"55,201"
341.,71181,"1,201","11,00","11,00","22,00",13,19,"55,201"
343.,53469,"1,901","7,00","13,00","20,00",12,20,"53,901"
344.,84957,"1,37","8,00","10,00","18,00",16,18,"53,370"
345.,60357,"1,432","8,00","11,00","19,00",17,15,"52,432"
