RANK,ID,GRADES,CONTESTS,CZECH,MATH,SUM
73,8307,20.0,3,34,34,91.0
74,8089,20.0,2,37,32,91.0
75,8099,20.0,0,44,27,91.0
76,8123,20.0,2,34,34,90.0
77,8122,20.0,0,40,30,90.0
78,8088,20.0,0,44,26,90.0
79,8323,20.0,0,45,25,90.0
80,8078,20.0,0,34,35,89.0
81,8197,18.0,0,38,33,89.0
82,8312,20.0,0,37,32,89.0
83,8185,20.0,0,39,30,89.0
84,8241,20.0,0,39,30,89.0
85,8072,20.0,2,37,30,89.0
86,8009,20.0,3,28,37,88.0
87,8303,20.0,0,32,36,88.0
88,8178,19.0,0,35,34,88.0
89,8250,20.0,2,32,34,88.0
90,8126,20.0,0,36,32,88.0
91,8169,20.0,0,37,31,88.0
92,8035,20.0,0,40,28,88.0
93,8017,20.0,0,27,40,87.0
94,8010,17.0,0,33,37,87.0
95,8013,19.0,0,32,36,87.0
96,8283,18.0,2,31,36,87.0
97,8232,20.0,0,34,33,87.0
98,8130,20.0,0,37,30,87.0
99.-100.,8228,20.0,0,40,27,87.0
99.-100.,8247,20.0,0,40,27,87.0
101,8057,19.0,3,38,27,87.0
102,8280,20.0,0,46,21,87.0
103,8184,17.0,0,31,38,86.0
104,8071,20.0,4,31,31,86.0
105,8118,20.0,0,40,26,86.0
106,8336,20.0,2,39,25,86.0
107,8036,20.0,0,32,33,85.0
108,8310,20.0,0,33,32,85.0
109,8218,18.0,0,36,31,85.0
110,8205,20.0,0,35,30,85.0
111.-117.,8181,20.0,0,38,27,85.0
111.-112.,8272,20.0,0,38,27,85.0
113,8095,20.0,0,41,24,85.0
114,8042,20.0,0,34,30,84.0
115,8141,20.0,0,41,23,84.0
116,8085,19.0,2,29,33,83.0
117,8266,20.0,0,33,30,83.0
118,8051,20.0,0,34,29,83.0
119.-120.,8027,20.0,0,35,28,83.0
119.-120.,8084,20.0,0,35,28,83.0
121,8125,20.0,0,36,27,83.0
122,8202,20.0,0,42,21,83.0
123,8063,19.0,0,27,36,82.0
124,8300,20.0,0,27,35,82.0
125,8276,17.0,0,32,33,82.0
126,8199,18.0,2,30,32,82.0
127,8264,20.0,0,30,32,82.0
128,8075,20.0,0,35,27,82.0
129,8179,20.0,0,36,26,82.0
130,8208,20.0,0,39,23,82.0
131,8117,20.0,0,41,21,82.0
132,8168,19.0,0,35,27,81.0
133,8182,20.0,0,34,27,81.0
134,8236,20.0,0,36,25,81.0
135,8278,20.0,0,39,22,81.0
136,8289,18.0,0,29,33,80.0
137,8219,19.0,0,28,33,80.0
138,8120,20.0,0,35,25,80.0
139,8284,20.0,0,39,21,80.0
140,8194,19.0,4,41,16,80.0
141,8229,19.0,0,29,31,79.0
142,8133,19.0,0,30,30,79.0
143,8103,20.0,0,30,29,79.0
144,8277,20.0,0,31,28,79.0
145,8153,19.0,0,35,25,79.0
146,8214,20.0,0,34,25,79.0
147,8193,20.0,0,37,22,79.0
148,8149,18.0,0,26,34,78.0
149,8296,19.0,0,33,26,78.0
150,8039,18.0,0,35,25,78.0
151,8196,19.0,0,35,24,78.0
152,8217,20.0,0,36,22,78.0
153,8055,20.0,0,39,19,78.0
154,8073,20.0,0,42,16,78.0
155,8016,18.0,0,26,33,77.0
156,8079,19.0,0,29,29,77.0
157,8290,20.0,0,32,25,77.0
158,8081,20.0,0,33,24,77.0
159,8226,19.0,0,37,21,77.0
160,8246,16.0,0,30,30,76.0
161,8101,20.0,0,28,28,76.0
162,8223,20.0,0,29,27,76.0
163,8170,20.0,0,30,26,76.0
164,8330,20.0,0,32,24,76.0
165.-167.,8129,20.0,0,36,20,76.0
165.-167.,8160,20.0,0,36,20,76.0
165.467.,8192,20.0,0,36,20,76.0
168,8104,18.0,0,27,30,75.0
169,8092,19.0,3,26,27,75.0
170.-171.,8265,20.0,0,34,21,75.0
170.-171.,8282,20.0,0,34,21,75.0
172.-173.,8238,20.0,0,35,20,75.0
172.-173.,8297,20.0,0,35,20,75.0
174,8253,20.0,0,36,19,75.0
175,8164,19.0,0,29,26,74.0
176,8298,20.0,0,29,25,74.0
177,8112,19.0,0,31,24,74.0
178,8151,20.0,0,30,24,74.0
179,8145,20.0,2,28,24,74.0
180,8237,20.0,0,35,19,74.0
181,8269,15.0,0,28,30,73.0
182,8337,20.0,0,26,27,73.0
183,8139,20.0,0,27,26,73.0
184,8154,20.0,0,28,25,73.0
185,8166,17.0,0,33,23,73.0
186,8187,20.0,0,30,23,73.0
187,8240,20.0,0,30,23,73.0
188,8267,20.0,0,23,29,72.0
189,8024,19.0,0,29,24,72.0
190,8159,20.0,0,30,22,72.0
191,8344,16.0,0,36,20,72.0
192.-193.,8048,20.0,0,32,20,72.0
192.-193.,8111,20.0,0,32,20,72.0
194.-195.,8305,20.0,0,33,19,72.0
194.-195.,8332,20.0,0,33,19,72.0
196,8308,20.0,0,26,25,71.0
197,8329,19.0,0,29,23,71.0
198,8288,19.0,2,27,23,71.0
199,8302,20.0,0,30,21,71.0
200,8028,20.0,0,31,20,71.0
201.-202.,8025,19.0,0,33,19,71.0
201.-202.,8135,19.0,0,33,19,71.0
203,8299,20.0,0,34,17,71.0
204,8176,20.0,0,34,17,71.0
205,8230,20.0,0,38,13,71.0
206,8033,16.0,0,28,26,70.0
207,8311,20.0,0,25,25,70.0
208,8113,20.0,0,27,23,70.0
209,8045,20.0,0,29,21,70.0
210,8251,18.0,0,32,20,70.0
211,8097,20.0,0,31,19,70.0
212,8018,17.0,0,36,17,70.0
213,8155,19.0,0,28,22,69.0
214,8068,19.0,0,29,21,69.0
215,8259,20.0,0,32,17,69.0
216,8222,19.0,0,24,25,68.0
217,8198,20.0,0,30,18,68.0
218,8043,19.0,0,26,22,67.0
219,8144,20.0,0,25,22,67.0
220,8317,18.0,0,29,20,67.0
221,8213,19.0,0,34,14,67.0
222,8263,15.0,0,28,23,66.0
223,8203,19.0,0,30,17,66.0
224,8065,19.0,0,21,25,65.0
225,8021,17.0,0,24,24,65.0
226,8058,19.0,0,25,21,65.0
227,8309,19.0,0,27,19,65.0
228,8315,19.0,0,27,19,65.0
229,8087,19.0,0,28,18,65.0
230,8244,20.0,0,30,15,65.0
231,8243,20.0,0,22,22,64.0
232,8249,20.0,0,23,21,64.0
233,8059,19.0,0,25,20,64.0
234,8293,16.0,0,29,19,64.0
235,8341,16.0,0,29,19,64.0
236,8090,18.0,0,30,16,64.0
237.-238.,8080,20.0,0,31,13,64.0
237.-238.,8204,20.0,0,31,13,64.0
239,8054,17.0,0,24,22,63.0
240,8281,17.0,2,22,22,63.0
241,8257,18.0,0,25,20,63.0
242,8231,16.0,0,28,19,63.0
243,8321,19.0,0,25,19,63.0
244,8124,20.0,0,28,15,63.0
245,8343,20.0,0,29,14,63.0
246,8002,20.0,0,29,14,63.0
247,8334,19.0,0,21,22,62.0
248,8225,18.0,0,24,20,62.0
249,8011,19.0,0,23,20,62.0
250,8301,19.0,0,26,17,62.0
251,8224,20.0,0,25,17,62.0
252,8148,20.0,0,26,16,62.0
253,8275,18.0,0,23,20,61.0
254,8248,16.0,0,27,18,61.0
255,8292,19.0,0,25,17,61.0
256,8019,20.0,0,25,16,61.0
257.-258.,8206,19.0,0,23,18,60.0
257.-258.,8338,19.0,0,23,18,60.0
259,8271,16.0,0,30,14,60.0
260,8037,20.0,0,28,12,60.0
261,8342,19.0,0,31,10,60.0
262,8015,18.0,0,18,23,59.0
263,8062,14.0,0,25,20,59.0
264,8093,20.0,0,25,14,59.0
265,8258,17.0,0,30,12,59.0
266,8108,19.0,0,24,15,58.0
267,8038,15.0,0,28,14,57.0
268,8069,20.0,0,23,14,57.0
269,8140,19.0,0,25,13,57.0
270,8191,20.0,0,24,13,57.0
271,8132,20.0,0,25,12,57.0
272,8346,16.0,0,20,20,56.0
273,8163,18.0,0,24,14,56.0
274,8180,19.0,0,19,17,55.0
275,8142,20.0,0,19,16,55.0
276,8255,18.0,0,23,14,55.0
277,8094,20.0,0,25,10,55.0
278,8186,20.0,0,18,16,54.0
279,8175,20.0,0,20,14,54.0
280,8047,18.0,0,24,12,54.0
281,8114,18.0,0,25,11,54.0
282,8235,20.0,0,24,10,54.0
283,8040,18.0,0,18,17,53.0
284,8285,16.0,0,23,14,53.0
285,8020,17.0,0,22,14,53.0
286,8172,20.0,0,21,12,53.0
287,8167,20.0,0,16,16,52.0
288,8091,19.0,0,20,13,52.0
289,8053,18.0,0,24,10,52.0
290,8313,15.0,0,16,20,51.0
291,8110,17.0,0,16,18,51.0
292,8022,20.0,0,16,15,51.0
293,8335,19.0,0,20,12,51.0
294,8183,20.0,0,20,11,51.0
295,8171,18.0,0,15,17,50.0
296,8188,17.0,0,17,16,50.0
297,8212,20.0,0,17,13,50.0
298,8061,17.0,0,17,15,49.0
299,8115,19.0,0,16,14,49.0
300,8320,19.0,0,19,11,49.0
301,8034,19.0,0,17,12,48.0
302,8333,19.0,0,18,11,48.0
303,8146,17.0,0,21,10,48.0
304,8245,18.0,0,21,9,48.0
305,8215,17.0,0,24,7,48.0
306,8286,16.0,0,16,15,47.0
307,8239,17.0,0,15,15,47.0
308,8274,18.0,0,17,12,47.0
309,8216,17.0,0,20,10,47.0
310,8174,19.0,0,22,6,47.0
311,8306,16.0,0,13,17,46.0
312,8254,17.0,0,17,12,46.0
313,8136,19.0,0,16,11,46.0
314,8064,19.0,0,18,9,46.0
315,8077,19.0,0,20,7,46.0
316,8324,11.0,0,18,16,45.0
317,8165,20.0,0,14,11,45.0
318,8100,20.0,0,17,8,45.0
319,8319,18.0,0,20,7,45.0
320,8173,18.0,0,15,11,44.0
321,8066,20.0,0,14,10,44.0
322,8339,17.0,0,16,10,43.0
323,8260,16.0,0,18,9,43.0
324,8316,17.0,0,17,9,43.0
325,8227,16.0,0,20,7,43.0
326,8234,19.0,0,18,6,43.0
327,8128,17.0,0,12,12,41.0
328,8116,16.0,0,11,11,38.0
329,8070,17.0,0,14,7,38.0
330,8262,15.0,0,12,9,36.0
331,8134,20.0,0,11,5,36.0
332,8295,13.0,0,12,9,34.0
333,8242,15.0,0,10,8,33.0
334,8158,16.0,0,13,4,33.0
335,8345,19.0,0,10,4,33.0
336,8041,15.0,0,10,4,29.0
337,8287,7.0,0,12,9,28.0
338,8252,11.0,0,7,6,24.0
339,8304,20.0,0,0,0,20.0
