GYMNAZIUM,,,,,,,,
PRAIIA,4,,,,,,,
t,,,,,,,,ffifl
142 00,,,,,,,,
e-mail: info@gpisnicka.cz,,,,,,,,
tel.= 241712754,,,,,,,,
,P,f i j,I m a c,[,/ f z e n I,osmiletd studium,,
,,,VYSLEDKoVA LISTINA,,,,,
,,,,,,Bodov6 hodnoceni,,
,,,,,,Didaktic(ftest,Didaktichj test,
Poiadi,Regis;tradni dislo,,,Body ZS,,,,Cekem
,,,,,,Matematika,Ceshj jazyk a literatura,
Nepiijati uchazedi:,,,,,,,,
"28,",,,JI,,22,39,.JA+,95
29.,,,103,,22,39,3+,95
30.,,,313,,22,36,JI,95
31.,,,t3,,22,)+,39,95
a^,,,231,,22,JJ,39,94
JaJa.,,,177,,t4,39,40,93
34.,,,109,,22,J+,JI,93
35.,,,62,,22,29,A1,93
36.,,,81,,22,40,30,92
37.,,,zz+,,22,3l,39,92
38.,,,28,,l7,)aIa,37,9l
39.,,,316,,22,34,35,91
40.,,,195,,22,JZ,JI,91
41.,,,80,,22,30,39,9l
A't,,,174,,22,28,4l,9l
"43,",,,t27,,22,40,28,90
44.,,,92,,22,34,34,90
"45,",,,264,,22,30,38,90
46.,,,87,,22,29,39,90
"+t,",,,250,,22,JZ,35,89
48.,,,84,,22,29,38,89
49.,,,52,,22,27,40,89
"50,",,,190,,20,34,34,88
51.,,,68,,22,z.J,.itaJ,88
52.,,,235,,22,z.J,z+3,88
53.,,,93,,22,30,J),87
a4,,,t45,,22,J),29,86
55.,,,306,,22,29,J),86
56.,,,270,,22,29,J),86
57.,,,ZJJ,,22,26,38,86
58.,,,281,,22,25,39,86
59.,,,228,,20,35,30,85
60.,,,186,,22,34,29,85
,,,,,,,GYMNAZIU,
,,,,,,,Pisnick6 76,

GYMNAZIUM,,,,,,,
PRAHA 4,,,,,,,
P,,,,,,,
14200,,,,,,,
e-mail: info@gpisnicka.cz,,,,,,,
tel.= 241712754,,,,,,,
,P/ijfmac{,,I{zen[,-,osmiletd studium,,
151.,,,163,,22,19,,ZJ,64
152.,,,t4l,,,,,a-,
,,,,,l5,12,,JI,64
153.,,,ttJ,,t8,,,t3,63
154.,,,226,,19,25,,l9,63
"I 55,",,,268,,t9,25,,19,63
I 56.,,,25,,22,25,,t6,63
"15',7.",,,66,,18,ZJ,,22,63
1 58.,,,zJ+,,22,18,,,63
"1 59,",,,303,,22,t9,,21,62
,,,,,,,GYMNAZIUM,,
,,,,,,,Pisnickd /60,,
,,,,,,,142 00 n,,
,,,,,,,tel./fax: 24/J4ft12 7 54,,
,,,,,,,le o: oo qqqgto O,,

,GYMNAZIUM,,,,,,,,,,
,PRAHA 4,,,,,,,,,,
,ICKA,7,,,,,,,,,ffiF
PSC 142 00,,,,,,,,,,,
"e-mail: info@gpisnicka.,cz",,,,,,,,,,,
tel.= 241712754,,,,,,,,,,,
,P,f i j I m u c I,,i,{ z e,n f,-,osmiletd,,studium,
,,,VYSLEDKO VA LISTI NA,,,,,,,,
,,,,,,,,Bodov6,hodnoceni,,
,,,,,,,Didaktich-i test,,,Didakticky test,
Poiadi,Resistradni,,dislo,Body ZS,,,,,,,Celkem
,,,,,,,Matematika,,"eeshj jaz,yk a literatura",,
Nepiijati uchazedi:,,,,,,,,,,,
160.,,85,,,22,,,I7,,ZJ,62
161.,,181,,,t8,,,15,,29,62
162.,,t39,,,22,,,15,,25,62
163.,,227,,,19,,,20,,22,6r
164.,,288,,,20,,,20,,2l,6l
165.,,B6,,,22,,,2Q,,t9,61
t66.,,162,,,22,,,18,,2l,61
167.,,2s3,,,22,,,t6,,,6l
168.,,130,,,22,,,IJ,,26,6r
169.,,82,,,22,,,t2,,27,61
170.,,168,,,22,,,23,,l5,60
171.,,122,,,t9,,,18,,z3,60
172.,,180,,,20,,,t7,,z),60
173.,,t25,,,18,,,15,,27,60
174.,,321,,,22,,,15,,ZJ,60
17 5.,,t28,,,22,,,t9,,18,59
176.,,290,,,21,,,t7,,21,59
177.,,90,,,22,,,13,,,59
178.,,292,,,20,,,10,,29,59
"179,",,t67,,,l7,,,t7,,1A,58
180.,,32Q,,,22,,,15,,2l,58
181.,,330,,,l8,,,22,,t7,JI
182.,,289,,,2l,,,t9,,l1l-,)/
1 83.,,25r,,,2l,,,l5,,2l,5/
1 84.,,155,,,22,,,12,,22,56
1 85.,,169,,,)n,,,10,,26,56
1 86.,,178,,,16,,,20,,t9,
I 87.,,322,,,20,,,17,,18,"f,5"
188.,,154,,,t9,,,t6,,t9,54
I 89.,,297,,,t9,,,)A,,10,53
190.,,215,,,22,,,t2,,19,53
191.,,JU),,,22,,,t2,,t9,53
192.,,104,,,2l,,,20,,l0,51
,,,,,,,,,GYMNAZIUM,,
,,,,,,,,,Pisnicka 7,,
,,,,,,,,,142 00 P,,
,,,,,,,,,tel./fax:241/nA2 754,,
,,,,,,,,,teo:,ooqq-4gt6 O,

"ffi cYMNAzTL,M",,,,,,@q
"W:[i,ir.r,,,",,,,,,ffifl
PSG 142 00,,,,,,
e-mail: info@gpisnicka.rcz,,,,,,
tel.= 241712754,,,,,,
,P/ijImacI,iIzen[,-,osmiletd studium,,
,VYSLEDKoVA LISTINA,,,,,
,,,,Bodov6,hodnoceni,
,,,Didakticky test,,Didaktic(i test,
Poiadi,Registradni dislo,Body ZS,,,,Celkem
,,,Matematika,,iesky jazyk,a literatura
Nepiijati uchazedi:,,,,,,
r93.,331,22,,8,2l,51
194.,257,21,,t2,t7,50
195.,256,20,,9,21,50
196.,JZJ,22,,9,t9,s0
197.,236,20,,7,ZJ,s0
198.,67,22,,l5,11,48
199.,47,t9,,l2,17,48
200.,238,22,,11,15,48
201.,286,t9,,10,t9,48
202.,111,8,,21,18,47
"203,",94,1,,28,l7,46
204.,172,l9,,16,ll,46
205.,324,20,,12,t4,46
206.,42,t9,,11,t6,46
)n1,106,22,,8,t6,46
"208,",JJZ,18,,t3,t4,45
"209,",JJJ,18,,t2,t4,44
"210,",272,22,,9,t3,44
211.,14,19,,l0,t4,43
212.,193,20,,9,13,42
213.,176,22,,4,16,42
214.,34,20,,ll,9,40
zts.,223,,,1a,,
,,8,,IJ,18,39
216.,189,t9,,10,l0,39
217.,9l,18,,9,t2,39
218.,105,19,,6,13,38
219.,53,22,,4,t2,38
"220,",65,11,,8,12,JI
22t.,335,15,,7,15,37
222.,329,21,,4,12,37
223.,319,2l,,7,8,36
224.,260,2l,,4,l1,36
225.,326,15,,8,l0,33
,,,,,GYMNAZIUM,
,,,,,Pisnickii 760,
,,,,,142 00,
,,,,,"tel""//ff aaxx:: 2244{/t112 7 54",
,,,,,lco: 60 4q+y o O,

,GYM NAZI U M,,,,,,,
,PRAHA 4,,,,,,,
,PISNICKA 75,,,,,,,
PSC 142 00,,,,,,,,
e-mail : info@gpisnicka.rcz,,,,,,,,
tel.: 241712754,,,,,,,,
,"P/,ijImacI",,Ifzenf,,-,osmiletd,studium,
,,VYS LEDKOVA LISTI NA,,,,,,
,,,,,,Bodovd hodnoceni,,
,,,,,Didaktichjtest,,Didakticky.test,
Poiadi,Registradni,dislo,Body,ZS,,,,celkem
,,,,,Matematika,,eeskv iazvk a literatura,
Nepiijati uchazedi:,,,,,,,,
226.,69,,,t7,,8,8,33
227.,271,,,l8,,5,10,33
228.,58,,,l8,,2,l3,33
229.,262,,,t4,,1,ll,1)
230.,3r8,,,-1,,t2,20,31
^zt1Jt.,59,,,18,,6,7,31
232.,164,,,18,,5,8,31
^ZaJaJ.,252,,,l7,,aA,9,30
234.,283,,,21,,I,8,30
235.,261,,,18,,6,,29
,,,,,,,,".,1"
236.,328,,,-1,,7,21,
237.,J lz,,,8,,8,,2l
238.,254,,,2,,),I4,2l
239.,tzt,,,3,,I,4,8
240.,3t7,,,-20,,5,12,-3
241.,54,,,-40,,11,20,-9
""">A''",2s8,,-105,,,11,2l,-IJ
Upozorn6ni:,,,,,,,,
Zlkonni z6stupci,nezletilfch nepiijatlch uchazed& si mohou vyzvednout rozhodnuti o nepiijeti v kanceldii Skoly,,,,,,,
v 0teni 30. 4. 2019 od 7'l10 do 10:00 hod.,,,,,,,,
ZbylA rozhodnutlo nepiijetf budou odesldna prostiednictvim desk6 po5ty nebo DS (FO).,,,,,,,,
"Rozhodnuti o nepiijeti ke vzddlSvdnl, kter6 nelze dorudit uchaze6i nebo zdkonn6mu zdstupci nezletil6ho",,,,,,,,
"uchazede, se uklddd po rJobu 10 dn0, pak je povaZov6no za doruden6.",,,,,,,,
OdvolSni uchazede proti rozhodnuti Skoly o vysledku piijimaciho iizeni lze podat ve lh0td 3 pracovnfch dn0,,,,,,,,
ode dne dorudeni rozhodnut[.,,,,,,,,
Podet mlst pro odvol6ni z6visi na podtu neodevzdanich z6pisovlich listkri.,,,,,,,,
V Praze dne 29. 4.20'l9t,,,,,,,/t,(5
,,GYMNAZiUM,,,,,,
,,Pisnicka 76 0,,,,,tr*--:{4.,
,,142 00,,,,,,
,,Praha 4,,,,,,
,,tel./-f ax 241 712 7 54,,,,"RNDr. Jo'sef Herout, ieditel Skoly",,
,,f CO: 60 444910 O,,,,,,
